fidelidade,valor_mensal,valor_total_pago,Churn,idoso_No,idoso_Yes,casado(a)_No,casado(a)_Yes,possuiDependente_No,possuiDependente_Yes,servico_telefonico_No,servico_telefonico_Yes,servico_internet_DSL,servico_internet_Fiber optic,servico_internet_No,protecao_dispositivo_No,protecao_dispositivo_No internet service,protecao_dispositivo_Yes,suporte_tecnico_No,suporte_tecnico_No internet service,suporte_tecnico_Yes,Streaming_TV_No,Streaming_TV_No internet service,Streaming_TV_Yes,contrato_Month-to-month,contrato_One year,contrato_Two year,fatura_sem_papel_No,fatura_sem_papel_Yes,forma_pagamento_Bank transfer (automatic),forma_pagamento_Credit card (automatic),forma_pagamento_Electronic check,forma_pagamento_Mailed check
-0.33607160395252245,-0.33607160395252245,-0.3360716039525224,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0.3319707901142591,0.3319707901142591,0.3319707901142592,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
-1.2916048790480432,-1.2916048790480432,-1.2916048790480432,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0.48485611412954227,0.48485611412954227,0.4848561141295423,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
-0.47233895796614456,-0.47233895796614456,-0.4723389579661445,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
0.34526516611558833,0.34526516611558833,0.3452651661155884,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1.2974748472107767,1.2974748472107767,1.2974748472107767,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
-1.4827115340671475,-1.4827115340671475,-1.4827115340671475,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
1.1479131171958254,1.1479131171958254,1.1479131171958254,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
-0.08680205392760396,-0.08680205392760396,-0.08680205392760389,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
-1.4660935640654862,-1.4660935640654862,-1.4660935640654862,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
-1.4893587220678117,-1.4893587220678117,-1.4893587220678117,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
-1.0307027500219619,-1.0307027500219619,-1.0307027500219619,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
0.574593152138513,0.574593152138513,0.5745931521385131,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0.3303089931140931,0.3303089931140931,0.3303089931140932,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
0.6394032351449919,0.6394032351449919,0.639403235144992,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
1.5384354122348645,1.5384354122348645,1.5384354122348645,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1.2010906212011416,1.2010906212011416,1.2010906212011416,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0
0.47156173812821356,0.47156173812821356,0.4715617381282136,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0.06940686408801149,0.06940686408801149,0.06940686408801156,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
-1.4527991880641573,-1.4527991880641573,-1.4527991880641573,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
-1.4544609850643233,-1.4544609850643233,-1.4544609850643233,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
1.1213243651931677,1.1213243651931677,1.1213243651931677,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
-1.481049737066981,-1.481049737066981,-1.481049737066981,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
-1.505976692069473,-1.505976692069473,-1.505976692069473,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1.0049985751815391,1.0049985751815391,1.0049985751815391,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
-0.6385186579827569,-0.6385186579827569,-0.6385186579827568,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
1.503537675231376,1.503537675231376,1.503537675231376,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
-1.3447823830533592,-1.3447823830533592,-1.3447823830533592,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1.3091074262119398,1.3091074262119398,1.3091074262119398,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
-1.150352134033923,-1.150352134033923,-1.150352134033923,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0.9833952141793793,0.9833952141793793,0.9833952141793794,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
-1.5076384890696393,-1.5076384890696393,-1.5076384890696393,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
1.0631614701873533,1.0631614701873533,1.0631614701873533,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
-0.22639300194155818,-0.22639300194155818,-0.22639300194155812,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
0.893658176170409,0.893658176170409,0.8936581761704091,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
0.39013368512007346,0.39013368512007346,0.3901336851200735,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
-0.33773340095268845,-0.33773340095268845,-0.3377334009526884,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
0.8338334841644282,0.8338334841644282,0.8338334841644283,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
-1.1204397880309327,-1.1204397880309327,-1.1204397880309327,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
1.1794872601989819,1.1794872601989819,1.1794872601989819,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
-1.4660935640654862,-1.4660935640654862,-1.4660935640654862,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
0.6792863631489789,0.6792863631489789,0.679286363148979,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
1.1645310871974868,1.1645310871974868,1.1645310871974868,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
-1.46443176706532,-1.46443176706532,-1.46443176706532,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
0.32033821111309646,0.32033821111309646,0.3203382111130965,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
-0.467353566965646,-0.467353566965646,-0.46735356696564595,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1.4594463760648215,-1.4594463760648215,-1.4594463760648215,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
0.8039211381614382,0.8039211381614382,0.8039211381614383,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
0.44164939212522314,0.44164939212522314,0.4416493921252232,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
-1.3697093380558512,-1.3697093380558512,-1.3697093380558512,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
-1.4960059100684764,-1.4960059100684764,-1.4960059100684764,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
-0.2762469119465419,-0.2762469119465419,-0.27624691194654183,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0.7042133181514708,0.7042133181514708,0.7042133181514709,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
-0.2047896409393986,-0.2047896409393986,-0.20478964093939855,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
-0.47233895796614456,-0.47233895796614456,-0.4723389579661445,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
-0.9742016520163136,-0.9742016520163136,-0.9742016520163135,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
-0.6784017859867437,-0.6784017859867437,-0.6784017859867436,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
-1.2982520670487077,-1.2982520670487077,-1.2982520670487077,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
0.3402797751150897,0.3402797751150897,0.3402797751150898,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
-1.481049737066981,-1.481049737066981,-1.481049737066981,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
-1.5009913010689746,-1.5009913010689746,-1.5009913010689746,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
0.18905624809997262,0.18905624809997262,0.18905624809997268,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0.7740087921584478,0.7740087921584478,0.7740087921584479,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
0.21232140610229844,0.21232140610229844,0.2123214061022985,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
1.2060760122016398,1.2060760122016398,1.2060760122016398,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0
0.6493740171459885,0.6493740171459885,0.6493740171459886,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
-1.3564149620545218,-1.3564149620545218,-1.3564149620545218,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
1.1396041321949948,1.1396041321949948,1.1396041321949948,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
-1.5009913010689746,-1.5009913010689746,-1.5009913010689746,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
-0.6351950639824246,-0.6351950639824246,-0.6351950639824245,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
-0.00869759491979612,-0.00869759491979612,-0.008697594919796056,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0.1574821050968162,0.1574821050968162,0.15748210509681626,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
